school_id,state,geographic_school_district,children_5_17_saipe_estimate,poverty_saipe_estimate,single_parent_estimate,single_parent_margin_of_error,hhs_with_vulnerable_job_estimate,vulnerable_job_margin_of_error,crowded_conditions_estimate,hh_with_crowded_conditions_margin_of_error,no_computer_or_internet_estimate,no_computer_or_internet_margin_of_error,children_with_disability,children_with_disability_margin_of_error,linguistically_isolated_children,linguistically_isolated_children_margin_of_error
5880,Arizona,Palominas Elementary District,1395,0.13923268020153046,0.3325471580028534,24%-43%,0.24481427669525146,19%-30%,0.01749136857688427,1%-3%,0.03558897227048874,0%-7%,0.02150537632405758,0%-5%,0,0%-3%
5930,Arizona,Paradise Valley Unified District,41716,0.11568655073642731,0.32949745655059814,30%-36%,0.30438172817230225,30%-31%,0.029988160356879234,3%-3%,0.07535877078771591,6%-9%,0.043316714465618134,4%-5%,0.03415955603122711,2%-4%
5980,Arizona,Parker Unified School District,1812,0.34259819984436035,0.5219706892967224,43%-61%,0.3978520333766937,35%-44%,0.07933579385280609,5%-10%,0.2692018151283264,19%-35%,0.06512141227722168,4%-9%,0.009933775290846825,0%-3%
6000,Arizona,Patagonia Elementary District,206,0.2118644118309021,0.3272727131843567,16%-50%,0.28842106461524963,19%-39%,0.01809210516512394,0%-6%,0.09246575087308884,0%-23%,0.0776699036359787,0%-17%,0,0%-12%
6030,Arizona,Patagonia Union High School District,325,0.12396693974733353,0.3807692229747772,21%-55%,0.2875120937824249,20%-37%,0.008172362111508846,0%-3%,0.15077605843544006,4%-26%,0.04923076927661896,0%-11%,0.11692307889461517,0%-30%
6070,Arizona,Payson Unified District,2279,0.24498885869979858,0.2517659068107605,18%-33%,0.35120710730552673,31%-40%,0.022731969133019447,1%-3%,0.13583062589168549,7%-20%,0.07371654361486435,4%-10%,0,0%-2%
6120,Arizona,Peach Springs Unified District,369,0.3261648714542389,0.6734007000923157,56%-79%,0.268623024225235,20%-34%,0.11709602177143097,7%-17%,0.3663366436958313,28%-45%,0.05149051547050476,2%-8%,0,0%-7%
6150,Arizona,Pearce Elementary District,327,0.1592920422554016,0.0742049440741539,0%-15%,0.27874016761779785,17%-39%,0.040038131177425385,0%-8%,0.1483253538608551,3%-27%,0.027522936463356018,0%-8%,0,0%-7%
6210,Arizona,Pendergast Elementary District,17043,0.21347737312316895,0.38621488213539124,35%-42%,0.3151411712169647,29%-34%,0.06697992235422134,6%-8%,0.1122303381562233,9%-14%,0.045883942395448685,3%-6%,0.06988206505775452,5%-9%
6250,Arizona,Peoria Unified School District,38629,0.11717265099287033,0.33381378650665283,30%-36%,0.30870044231414795,30%-32%,0.025268221274018288,2%-3%,0.0584668293595314,5%-7%,0.04494033008813858,4%-5%,0.01092443522065878,1%-2%
6300,Arizona,Phoenix Elementary District,9460,0.34023338556289673,0.6001781821250916,53%-67%,0.299270898103714,28%-32%,0.0838082805275917,7%-10%,0.32429566979408264,28%-37%,0.053699787706136703,3%-7%,0.11754757165908813,8%-15%
6330,Arizona,Phoenix Union High School District,149423,0.2607004642486572,0.4859526753425598,47%-50%,0.3084947466850281,30%-32%,0.10118471086025238,10%-11%,0.2814865708351135,27%-30%,0.055198997259140015,5%-6%,0.11391150951385498,10%-12%
6360,Arizona,Picacho Elementary District,121,0.2700729966163635,0.3913043439388275,6%-72%,0.337579607963562,24%-43%,0.07002801448106766,0%-16%,0.18987341225147247,0%-39%,0.1900826394557953,0%-40%,0,0%-31%
6440,Arizona,Pima Unified District,938,0.27032968401908875,0.34160757064819336,20%-49%,0.25502318143844604,18%-33%,0.07489711791276932,3%-12%,0.20778146386146545,5%-36%,0.10980810225009918,2%-20%,0,0%-3%
6510,Arizona,Pine Strawberry Elementary District,210,0.20454545319080353,0.1808510571718216,0%-36%,0.4327731132507324,31%-56%,0,0%-2%,0,0%-9%,0.01904761977493763,0%-9%,0,0%-11%
6580,Arizona,Blue Ridge Unified District,2116,0.23379254341125488,0.28622329235076904,18%-39%,0.36310717463493347,31%-42%,0.01996527798473835,1%-3%,0.1351442039012909,6%-21%,0.10964082926511765,5%-17%,0,0%-2%
6630,Arizona,Pomerene Elementary District,221,0.23270440101623535,0.32019704580307007,7%-57%,0.3987068831920624,30%-50%,0.0416666679084301,0%-11%,0.21885521709918976,0%-47%,0,0%-8%,0.08144796639680862,0%-25%
6730,Arizona,Prescott Unified District,6328,0.11822926253080368,0.3329397737979889,24%-43%,0.30188125371932983,28%-33%,0.013173514977097511,1%-2%,0.06716785579919815,3%-10%,0.06479140371084213,3%-10%,0,0%-1%
6740,Arizona,Sanders Unified District,1260,0.4571651220321655,0.6557894945144653,58%-74%,0.2669376730918884,23%-31%,0.1862373799085617,14%-23%,0.7595818638801575,63%-89%,0,0%-2%,0.02301587350666523,0%-5%
6780,Arizona,Quartzsite Elementary District,369,0.2881355881690979,0.5582655668258667,22%-89%,0.4333958625793457,27%-59%,0.04354685917496681,0%-9%,0.2393735945224762,8%-40%,0,0%-7%,0,0%-9%
6810,Arizona,Queen Creek Unified District,10371,0.05391814559698105,0.13901250064373016,10%-18%,0.2526622414588928,23%-28%,0.021190401166677475,1%-3%,0.020448118448257446,1%-3%,0.03673705458641052,2%-5%,0,0%-1%
6850,Arizona,Ray Unified District,790,0.16454081237316132,0.4093959629535675,28%-54%,0.22619900107383728,15%-30%,0.04335465654730797,1%-8%,0.5947712659835815,42%-77%,0.08734177052974701,2%-16%,0,0%-3%
6870,Arizona,Red Mesa Unified District,1592,0.4272541105747223,0.547224223613739,48%-61%,0.1823529452085495,15%-22%,0.1715380996465683,15%-20%,0.7332695722579956,68%-79%,0.018216080963611603,1%-3%,0.0069095478393137455,0%-3%
6900,Arizona,Red Rock Elementary District,1235,0.1423841118812561,0.2232142835855484,11%-33%,0.30595579743385315,24%-38%,0.042988020926713943,1%-8%,0.04537719860672951,0%-10%,0.08097165822982788,3%-13%,0,0%-2%
6930,Arizona,Redington Elementary District,11,0.13333334028720856,0.3636363744735718,2%-71%,0.09090909361839294,0%-100%,0,0%-84%,0.8181818127632141,0%-100%,0.1818181872367859,0%-100%,0.4545454680919647,0%-100%
6960,Arizona,San Carlos Unified District,1505,0.3835887312889099,0.5987544655799866,46%-74%,0.21110299229621887,16%-27%,0.21171170473098755,15%-27%,0.7210915684700012,58%-86%,0.05714285746216774,2%-9%,0.005315614398568869,0%-3%
7020,Arizona,Riverside Elementary District,2383,0.25273922085762024,0.4124031066894531,23%-60%,0.37893790006637573,31%-44%,0.12408127635717392,6%-19%,0.16551950573921204,6%-28%,0.02349979057908058,0%-5%,0.09190096706151962,2%-17%
7080,Arizona,Roosevelt Elementary District,25551,0.2876202464103699,0.5196638107299805,48%-56%,0.2923799455165863,27%-31%,0.10356167703866959,9%-12%,0.2536420524120331,22%-29%,0.06038902699947357,5%-7%,0.07940980792045593,6%-10%
7130,Arizona,Round Valley Unified District,1582,0.25928571820259094,0.23087431490421295,13%-33%,0.2304299920797348,17%-29%,0.0415441170334816,2%-7%,0.18448354303836823,9%-28%,0.07395701855421066,1%-13%,0,0%-2%
7140,Arizona,Rucker Elementary District,0,0,0,0%-100%,0.6363636255264282,0%-100%,0,0%-100%,0,0%-100%,0,0%-100%,0,0%-100%
7170,Arizona,Saddle Mountain Unified School District,2509,0.17793427407741547,0.23781850934028625,14%-34%,0.2388020157814026,19%-29%,0.041247159242630005,1%-7%,0.06912291795015335,2%-11%,0.05141490697860718,3%-7%,0.05619768798351288,0%-15%
7200,Arizona,Sacaton Elementary District,894,0.40321284532546997,0.6469594836235046,51%-78%,0.40816327929496765,33%-49%,0.03192847967147827,1%-6%,0.574999988079071,41%-74%,0.016778523102402687,0%-4%,0,0%-3%
7240,Arizona,Safford Unified District,3242,0.21724659204483032,0.44594594836235046,35%-54%,0.34487664699554443,30%-39%,0.04874810203909874,3%-7%,0.14065779745578766,8%-20%,0.045033928006887436,2%-7%,0,0%-1%
7300,Arizona,Sahuarita Unified District,6560,0.10639412701129913,0.25359269976615906,21%-30%,0.23181967437267303,20%-26%,0.027194948866963387,1%-4%,0.10341664403676987,5%-16%,0.05533536523580551,3%-8%,0.01356707327067852,0%-3%
7380,Arizona,San Fernando Elementary District,0,0,0,0%-100%,0.0833333358168602,0%-100%,0,0%-100%,0,0%-100%,0,0%-100%,0,0%-100%
7430,Arizona,San Simon Unified District,61,0.11249999701976776,0.5272727012634277,8%-97%,0.23758865892887115,15%-32%,0,0%-9%,0.20000000298023224,0%-43%,0.04918032884597778,0%-25%,0,0%-39%
7500,Arizona,Santa Cruz Elementary District,501,0.25,0.22811059653759003,9%-37%,0.32777777314186096,24%-41%,0.05961538478732109,0%-12%,0.1296551674604416,4%-22%,0,0%-3%,0.023952096700668335,0%-8%
7520,Arizona,Santa Cruz Valley Unified District,3673,0.2719123363494873,0.3383099436759949,22%-45%,0.3438970148563385,28%-40%,0.029081784188747406,1%-5%,0.10755321383476257,5%-16%,0.013612850569188595,0%-3%,0.19520828127861023,9%-30%
7530,Arizona,Santa Cruz Valley Union High School District,2615,0.21017402410507202,0.46284225583076477,37%-55%,0.31734398007392883,27%-36%,0.08833426982164383,5%-12%,0.1653774380683899,11%-22%,0.10057361423969269,6%-14%,0.016826003789901733,0%-4%
7570,Arizona,Scottsdale Unified District,31123,0.08414122462272644,0.23942910134792328,21%-27%,0.2834700644016266,27%-29%,0.01449681632220745,1%-2%,0.03839777037501335,3%-5%,0.033769238740205765,3%-4%,0.015904637053608894,1%-2%
7630,Arizona,Seligman Unified District,189,0.25,0.042328041046857834,0%-11%,0.40963855385780334,31%-51%,0.04674457386136055,0%-10%,0.1640625,2%-31%,0.0317460335791111,0%-11%,0.03703703731298447,0%-16%
7680,Arizona,Sentinel Elementary District,38,0,0,0%-38%,0.08219178020954132,0%-49%,0.18518517911434174,0%-72%,0.2931034564971924,0%-67%,0,0%-45%,0,0%-63%
7700,Arizona,Show Low Unified District,2689,0.3358462154865265,0.3614005744457245,27%-45%,0.3892739415168762,34%-43%,0.027939099818468094,1%-4%,0.16786955296993256,11%-23%,0.053551506251096725,3%-8%,0.013387876562774181,0%-4%
7750,Arizona,Deer Valley Unified District,43523,0.08918190002441406,0.24529911577701569,22%-27%,0.28542086482048035,27%-30%,0.01989535614848137,2%-2%,0.04356493055820465,3%-5%,0.037037886679172516,3%-4%,0.007857914082705975,0%-1%
7770,Arizona,Skull Valley Elementary District,49,0.11320754885673523,0.1538461595773697,2%-29%,0.12800000607967377,0%-39%,0,0%-15%,0.7142857313156128,5%-100%,0,0%-35%,0,0%-49%
7820,Arizona,Snowflake Unified District,2859,0.32511210441589355,0.1922048181295395,10%-29%,0.29674696922302246,24%-36%,0.08038114011287689,5%-11%,0.04301970452070236,1%-7%,0.09443861246109009,6%-13%,0,0%-1%
7860,Arizona,Solomon Elementary District,533,0.15143603086471558,0.32838982343673706,18%-48%,0.3629343509674072,30%-43%,0.07057057321071625,1%-13%,0.2002861201763153,6%-34%,0.026266416534781456,0%-6%,0,0%-5%
7890,Arizona,Somerton Elementary District,4992,0.32961586117744446,0.39424362778663635,32%-47%,0.3011029362678528,25%-35%,0.07606866210699081,5%-10%,0.2548055946826935,19%-32%,0.02704326994717121,1%-5%,0.11778846383094788,6%-18%
7920,Arizona,Sonoita Elementary District,119,0.21238937973976135,0.4736842215061188,19%-76%,0.2867383658885956,16%-41%,0,0%-4%,0.2578616440296173,8%-43%,0,0%-14%,0.3193277418613434,0%-79%
8020,Arizona,St. David Unified District,325,0.18039216101169586,0.17230768501758575,2%-32%,0.2137850522994995,8%-35%,0,0%-2%,0,0%-5%,0.23076923191547394,7%-39%,0,0%-7%
8080,Arizona,St. Johns Unified District,890,0.3333333432674408,0.21556885540485382,7%-36%,0.18841761350631714,9%-29%,0.024956971406936646,0%-6%,0.12696941196918488,0%-26%,0,0%-2%,0,0%-3%
8130,Arizona,Stanfield Elementary District,903,0.13825982809066772,0.23456789553165436,13%-34%,0.49234694242477417,42%-56%,0.21040000021457672,10%-32%,0.3435177505016327,15%-54%,0.15836101770401,7%-25%,0.027685493230819702,0%-8%
8170,Arizona,Sunnyside Unified District,19631,0.310606449842453,0.526853621006012,50%-56%,0.3122713267803192,29%-33%,0.11260700970888138,10%-13%,0.0956166535615921,7%-12%,0.08028119057416916,7%-9%,0.11772196739912033,10%-14%
8230,Arizona,Superior Unified School District,414,0.23754152655601501,0.4371727705001831,27%-60%,0.14218750596046448,8%-20%,0.05033557116985321,2%-8%,0.46666666865348816,20%-73%,0.128019317984581,5%-21%,0,0%-6%
8280,Arizona,Tanque Verde Unified District,1628,0.04952581599354744,0.08872582018375397,4%-13%,0.19631259143352509,16%-23%,0.0027217057067900896,0%-1%,0.04620286822319031,1%-8%,0.019041769206523895,1%-3%,0,0%-2%
8310,Arizona,Tempe School District,18135,0.21450863778591156,0.4943029582500458,44%-55%,0.3395257294178009,32%-35%,0.0704956129193306,6%-8%,0.2028878629207611,17%-24%,0.06506755203008652,5%-8%,0.05845050886273384,4%-8%
8340,Arizona,Tempe Union High School District,46095,0.10299230366945267,0.36071330308914185,33%-39%,0.2881999611854553,28%-30%,0.044456541538238525,4%-5%,0.11469212174415588,10%-13%,0.05154572054743767,4%-6%,0.03688035532832146,3%-5%
8410,Arizona,Thatcher Unified District,1508,0.1882041096687317,0.11176470667123795,6%-16%,0.31013917922973633,25%-37%,0.023641642183065414,0%-4%,0.12718090415000916,6%-20%,0.07029177993535995,3%-11%,0,0%-2%
8430,Arizona,Paloma School District,59,0.1744185984134674,0,0%-31%,0.15463916957378387,0%-48%,0.18518517911434174,0%-66%,0.6388888955116272,19%-100%,0,0%-29%,0.23728813230991364,0%-64%
8460,Arizona,Hillside Elementary District,15,0.13636364042758942,0,0%-80%,0,0%-100%,0,0%-100%,0.25,0%-100%,0,0%-100%,0,0%-100%
8490,Arizona,Tolleson Elementary District,3761,0.2612548768520355,0.4046773314476013,31%-50%,0.2543572187423706,21%-30%,0.07026688754558563,4%-10%,0.08078476786613464,4%-12%,0.04174421727657318,2%-6%,0.07817070186138153,3%-12%
8520,Arizona,Tolleson Union High School District,46024,0.16996856033802032,0.402545303106308,38%-43%,0.3005892336368561,29%-31%,0.07844915241003036,7%-9%,0.15411566197872162,13%-17%,0.03687206655740738,3%-4%,0.06303232908248901,5%-8%
8550,Arizona,Toltec Elementary District,2907,0.20686225593090057,0.4829545319080353,35%-61%,0.3015846014022827,23%-37%,0.0482587069272995,2%-7%,0.2125921994447708,13%-29%,0.07774338126182556,3%-12%,0.03852769359946251,0%-8%
8600,Arizona,Tombstone Unified District,1077,0.22793404757976532,0.43675675988197327,30%-58%,0.384587824344635,31%-46%,0.009345794096589088,0%-2%,0.2611510753631592,16%-36%,0.03249767795205116,0%-7%,0,0%-3%
8640,Arizona,Topock Elementary District,96,0.21476510167121887,1,100%-100%,0.35338345170021057,19%-52%,0,0%-3%,0,0%-22%,0,0%-18%,0,0%-25%
8680,Arizona,Tuba City Unified District,3566,0.3187737464904785,0.6680541038513184,61%-73%,0.2737055718898773,24%-30%,0.20221281051635742,18%-23%,0.6864104270935059,62%-75%,0.03196859359741211,2%-4%,0.009534492157399654,0%-2%
8800,Arizona,Tucson Unified District,69537,0.2423730492591858,0.4919925332069397,47%-52%,0.3138984739780426,31%-32%,0.03757732734084129,3%-4%,0.10860264301300049,10%-12%,0.07114198058843613,6%-8%,0.03838244453072548,3%-5%
8820,Arizona,Union Elementary District,4692,0.1824488341808319,0.41603949666023254,32%-51%,0.2987717092037201,26%-34%,0.07047200947999954,4%-10%,0.16579100489616394,10%-23%,0.02919863536953926,2%-4%,0.06969309598207474,1%-13%
8850,Arizona,Vail Unified District,12611,0.06851834803819656,0.19732441008090973,16%-23%,0.24544984102249146,23%-27%,0.017087489366531372,1%-2%,0.025680799037218094,1%-4%,0.05281103774905205,4%-7%,0.0005550709902308881,0%-0%
8880,Arizona,Valentine Elementary District,22,0.25,0.3571428656578064,0%-82%,0.29230770468711853,0%-67%,0.03333333507180214,0%-31%,0.22580644488334656,0%-67%,0,0%-77%,0,0%-100%
8910,Arizona,Valley Union High School District,504,0.0760233923792839,0.07459207624197006,2%-13%,0.24054983258247375,17%-31%,0.032731376588344574,1%-6%,0.16360856592655182,7%-26%,0.0535714291036129,2%-9%,0,0%-5%
9030,Arizona,Walnut Grove Elementary District,3,0,1,100%-100%,0.18000000715255737,0%-84%,0,0%-46%,0.47058823704719543,0%-100%,0,0%-100%,0,0%-100%
9060,Arizona,Washington Elementary District,41426,0.2580863833427429,0.4453332722187042,41%-48%,0.31391406059265137,30%-33%,0.05964585393667221,5%-7%,0.215280219912529,19%-24%,0.05926229804754257,5%-7%,0.06657654792070389,5%-8%
9090,Arizona,Wellton Elementary District,523,0.29494380950927734,0.0477386936545372,0%-12%,0.2871287167072296,22%-36%,0.07228195667266846,3%-12%,0.08091603219509125,0%-18%,0,0%-3%,0.07456979155540466,0%-16%
9120,Arizona,Wenden Elementary District,27,0.3333333432674408,0,0%-57%,0.19863013923168182,0%-43%,0,0%-15%,0,0%-43%,0,0%-63%,0,0%-89%
9160,Arizona,Whiteriver Unified District,3613,0.49283573031425476,0.558922529220581,48%-64%,0.288800984621048,25%-33%,0.19473843276500702,16%-23%,0.5677093267440796,50%-63%,0.06531967967748642,4%-9%,0,0%-1%
9190,Arizona,Wickenburg Unified District,1196,0.1514940857887268,0.27961164712905884,15%-41%,0.28534135222435,22%-35%,0.007478458806872368,0%-2%,0,0%-2%,0,0%-2%,0.021739130839705467,0%-6%
9250,Arizona,Willcox Unified District,1304,0.2244201898574829,0.35237258672714233,19%-51%,0.30369308590888977,24%-37%,0.03272251412272453,1%-5%,0.09914255142211914,5%-15%,0.031441718339920044,0%-7%,0.05521472543478012,0%-11%
9310,Arizona,Williams Unified District,650,0.33706608414649963,0.13859649002552032,4%-24%,0.40994688868522644,31%-51%,0.028464769944548607,0%-5%,0.03931987285614014,0%-9%,0.10153846442699432,3%-17%,0.03692307695746422,0%-10%
9360,Arizona,Williamson Valley Elementary School District,33,0.24561403691768646,0.1428571492433548,5%-23%,0.17454545199871063,8%-27%,0.020408162847161293,0%-11%,0.375,0%-95%,0.42424243688583374,4%-80%,0,0%-73%
9390,Arizona,Wilson Elementary District,1260,0.37060701847076416,0.45589518547058105,34%-58%,0.39606741070747375,33%-46%,0.32136279344558716,24%-40%,0.3076062500476837,20%-41%,0.04444444552063942,1%-8%,0.3484126925468445,21%-48%
9430,Arizona,Window Rock Unified District,2540,0.44366776943206787,0.7084941864013672,64%-78%,0.23212289810180664,19%-27%,0.14778470993041992,12%-18%,0.6189129948616028,54%-70%,0.007086614146828651,0%-1%,0,0%-1%
9460,Arizona,Winslow Unified District,2181,0.38314712047576904,0.5468571186065674,44%-65%,0.34306150674819946,28%-41%,0.09805794060230255,7%-13%,0.3374149799346924,23%-45%,0.07657038420438766,4%-11%,0.008253094740211964,0%-3%
9510,Arizona,Yarnell Elementary District,80,0.3384615480899811,0.44186046719551086,13%-76%,0.31089743971824646,18%-44%,0,0%-4%,0,0%-21%,0,0%-21%,0,0%-30%
9540,Arizona,Young Elementary School District,64,0.28723403811454773,0.1702127605676651,4%-30%,0.44117647409439087,25%-63%,0.013927577063441277,0%-9%,0.5444444417953491,0%-100%,0,0%-27%,0,0%-38%
9570,Arizona,Yucca Elementary District,43,0.21739129722118378,0,0%-57%,0.4883720874786377,21%-76%,0.11235955357551575,0%-22%,0,0%-38%,0,0%-39%,0,0%-56%
9600,Arizona,Yuma Elementary District,16378,0.2457767128944397,0.3805725574493408,34%-42%,0.33448952436447144,32%-35%,0.054856643080711365,5%-6%,0.12811951339244843,10%-16%,0.06026376783847809,4%-8%,0.06728538125753403,4%-9%
9630,Arizona,Yuma Union High School District,37165,0.2612820863723755,0.3622592091560364,33%-39%,0.2980799078941345,28%-31%,0.06987810879945755,6%-8%,0.15299539268016815,13%-17%,0.0460379384458065,4%-5%,0.10574465245008469,9%-12%
9733,Arizona,Sedona-Oak Creek Joint Unified District,995,0.12991179525852203,0.2502844035625458,14%-36%,0.3896082043647766,33%-45%,0.012278848327696323,0%-2%,0.04111842066049576,0%-8%,0.07035175710916519,2%-12%,0,0%-4%
1,Arkansas,DeWitt School District,1334,0.22734498977661133,0.4121376872062683,28%-54%,0.2395256906747818,20%-28%,0.014909189194440842,1%-2%,0.21194502711296082,14%-28%,0.25112444162368774,14%-36%,0,0%-3%
6,Arkansas,Warren School District,1376,0.28521859645843506,0.5023885369300842,38%-62%,0.2133464813232422,17%-26%,0.03361840173602104,1%-6%,0.25871941447257996,16%-36%,0.055959302932024,2%-9%,0.09156976640224457,2%-16%
9,Arkansas,Corning Public Schools,1187,0.2838827967643738,0.457114040851593,32%-60%,0.3036068081855774,24%-37%,0.00939645804464817,0%-2%,0.21572449803352356,11%-32%,0.05391743779182434,2%-9%,0,0%-3%
12,Arkansas,Riverside School District,684,0.19530415534973145,0.3087478578090668,21%-41%,0.2678571343421936,21%-33%,0.022413793951272964,1%-4%,0.18406285345554352,8%-28%,0.1739766150712967,11%-24%,0,0%-4%
15,Arkansas,Sheridan School District,4695,0.13946281373500824,0.3608171343803406,30%-43%,0.27945515513420105,24%-31%,0.02192622981965542,1%-3%,0.1512090116739273,10%-20%,0.1041533574461937,7%-13%,0,0%-1%
16,Arkansas,Marmaduke School District,720,0.17241379618644714,0.3860182464122772,27%-51%,0.1893203854560852,15%-23%,0.020960107445716858,0%-4%,0.12078346312046051,5%-19%,0.10555555671453476,5%-16%,0,0%-3%
17,Arkansas,Paragould School District,3664,0.21975642442703247,0.3932895064353943,31%-48%,0.26841074228286743,23%-31%,0.02895631454885006,1%-5%,0.1254396289587021,7%-18%,0.11735808104276657,7%-17%,0,0%-1%
19,Arkansas,Batesville School District,3786,0.15974624454975128,0.2842671871185303,21%-36%,0.2694675326347351,23%-31%,0.024603677913546562,1%-4%,0.23448406159877777,17%-30%,0.04226095974445343,2%-6%,0.025620708242058754,0%-5%
20,Arkansas,Midland School District,592,0.18317502737045288,0.33933934569358826,19%-49%,0.2863284647464752,17%-40%,0,0%-2%,0.35933148860931396,14%-58%,0.005067567341029644,0%-1%,0,0%-4%
21,Arkansas,Izard Cty Consolidated Schools,502,0.3689655065536499,0.11325301229953766,5%-18%,0.26270580291748047,20%-32%,0.019535375759005547,0%-4%,0.5337748527526855,34%-73%,0.11155378818511963,4%-18%,0,0%-5%
23,Arkansas,Newport School District,1371,0.35285913944244385,0.5040286779403687,40%-61%,0.26413223147392273,22%-31%,0.01918047107756138,0%-4%,0.24307692050933838,13%-35%,0.07075127959251404,4%-10%,0.005105762276798487,0%-3%
26,Arkansas,Pine Bluff School District,4489,0.3544895052909851,0.6889804601669312,60%-78%,0.23665446043014526,21%-27%,0.020800266414880753,1%-3%,0.4086071848869324,32%-49%,0.055246155709028244,3%-8%,0,0%-1%
28,Arkansas,Star City School District,1489,0.23739072680473328,0.1876523196697235,9%-28%,0.20766201615333557,16%-26%,0.04367666319012642,1%-8%,0.25388601422309875,17%-34%,0.08462055027484894,5%-12%,0,0%-2%
29,Arkansas,Gosnell School District,987,0.290497750043869,0.40417689085006714,21%-60%,0.24155193567276,17%-31%,0.030332209542393684,0%-6%,0.22279411554336548,7%-38%,0.04154001921415329,0%-9%,0,0%-3%
30,Arkansas,Nevada School District,538,0.24384787678718567,0.4754098355770111,33%-62%,0.16619452834129333,10%-23%,0.029339853674173355,0%-6%,0.637417197227478,43%-84%,0.12639404833316803,7%-18%,0,0%-4%
32,Arkansas,Bearden School District,395,0.254789263010025,0.44736841320991516,30%-60%,0.1555059552192688,9%-22%,0.023775216192007065,0%-5%,0.27226027846336365,12%-42%,0.09113924205303192,0%-20%,0,0%-6%
41,Arkansas,Western Yell County School District,594,0.269461065530777,0.7013232707977295,32%-100%,0.21450777351856232,12%-31%,0.10022271424531937,2%-18%,0.11697574704885483,7%-17%,0.1111111119389534,5%-17%,0,0%-4%
42,Arkansas,Hamburg School District,1310,0.2540929913520813,0.25925925374031067,14%-38%,0.1732885092496872,13%-21%,0.02284105122089386,1%-4%,0.30176565051078796,21%-40%,0.06870228797197342,3%-11%,0.023664122447371483,0%-9%
43,Arkansas,Mountain Home School District,4147,0.19701986014842987,0.2945248484611511,21%-38%,0.26799315214157104,24%-30%,0.023958543315529823,1%-4%,0.13051538169384003,7%-19%,0.05208584666252136,2%-8%,0,0%-1%
44,Arkansas,Magnolia School District,2964,0.27870526909828186,0.4835566282272339,38%-59%,0.2963314652442932,25%-34%,0.047924965620040894,2%-7%,0.1959858387708664,13%-27%,0.043522268533706665,1%-7%,0.007759783882647753,0%-2%
45,Arkansas,Rivercrest School District,1040,0.2539840638637543,0.579275906085968,48%-67%,0.20710058510303497,16%-25%,0.04881516471505165,3%-7%,0.35100671648979187,26%-44%,0.08365384489297867,5%-12%,0,0%-3%
46,Arkansas,Manila School District,922,0.2657601833343506,0.2915601134300232,5%-54%,0.24419179558753967,16%-33%,0.04093886539340019,0%-8%,0.18896320462226868,5%-33%,0.050976138561964035,0%-10%,0,0%-3%
47,Arkansas,Trumann Schools,1804,0.33761468529701233,0.5548654198646545,43%-68%,0.2521357238292694,20%-30%,0.05082054063677788,3%-7%,0.14792422950267792,9%-21%,0.12860310077667236,8%-18%,0,0%-2%
48,Arkansas,East Poinsett County School District,640,0.3103448152542114,0.4477911591529846,34%-55%,0.27612411975860596,22%-33%,0.031406138092279434,1%-6%,0.1360294073820114,8%-20%,0.12187500298023224,5%-20%,0,0%-4%
49,Arkansas,De Queen School District,3014,0.28791773319244385,0.24126394093036652,17%-31%,0.18612192571163177,15%-22%,0.07127096503973007,5%-10%,0.24905849993228912,17%-33%,0.06967484951019287,4%-10%,0.19741207361221313,13%-27%
51,Arkansas,Palestine-Wheatley School District,396,0.31515151262283325,0.3010033369064331,20%-41%,0.3333333432674408,27%-40%,0.0058139534667134285,0%-3%,0.4299802780151367,29%-57%,0.1262626200914383,5%-20%,0,0%-6%
65,Arkansas,Lafayette County School District,641,0.37375178933143616,0.5125725269317627,42%-60%,0.21829622983932495,18%-26%,0.016271501779556274,0%-4%,0.3071278929710388,21%-40%,0.07020280510187149,3%-11%,0,0%-5%
67,Arkansas,Cleveland County School District,784,0.19696970283985138,0.29160529375076294,15%-43%,0.1458333283662796,11%-18%,0.00938735157251358,0%-2%,0.31361502408981323,22%-41%,0.05994898080825806,1%-11%,0,0%-3%
68,Arkansas,Emerson-Taylor-Bradley School District,926,0.2019464671611786,0.212797611951828,12%-30%,0.2667834162712097,20%-34%,0.01587301678955555,0%-3%,0.16380788385868073,9%-24%,0.10475161671638489,5%-16%,0.01727861724793911,0%-6%
70,Arkansas,Cedar Ridge School District,752,0.16650626063346863,0.48312610387802124,35%-62%,0.22829055786132812,17%-28%,0.0263713076710701,0%-5%,0.3597046434879303,21%-50%,0.005319148767739534,0%-2%,0,0%-3%
71,Arkansas,Hillcrest School District,794,0.2808642089366913,0.3014492690563202,17%-43%,0.23330365121364594,18%-29%,0.019054340198636055,0%-4%,0.3333333432674408,18%-48%,0.17128463089466095,6%-29%,0,0%-3%
72,Arkansas,Deer/Mount Judea School District,431,0.21153846383094788,0.13349515199661255,0%-27%,0.18392370641231537,11%-26%,0.018541408702731133,0%-6%,0.10199999809265137,0%-20%,0,0%-4%,0,0%-6%
73,Arkansas,Ouachita River School District,741,0.22788605093955994,0.33544304966926575,16%-51%,0.27227723598480225,19%-36%,0.051744185388088226,1%-10%,0.2788065969944,14%-41%,0.06207827106118202,0%-13%,0,0%-3%
76,Arkansas,Ozark Mountain School District,543,0.23476004600524902,0.2738589346408844,15%-40%,0.23702894151210785,18%-30%,0.006650831550359726,0%-2%,0.1367741972208023,4%-23%,0.09392265230417252,2%-17%,0,0%-6%
